LogID,LogEvent,LogClass,LogDate,AccountID,BookingIDInserted,BookingIDEdited,BookingIDDeleted,AccountIDDeleted,AccountIDCreated
292,Load,BookingHandler,2015-06-25 10:56:15.927000000,1,-1,-1,-1,-1,-1
293,Load,BookingHandler,2015-06-25 11:13:45.720000000,12,-1,-1,-1,-1,-1
294,Today's,BookingHandler,2015-06-25 11:13:47.203000000,12,-1,-1,-1,-1,-1
295,Complete,BookingHandler,2015-06-25 12:43:43.653000000,10,-1,1559,-1,-1,-1
296,Complete,BookingHandler,2015-06-25 12:43:43.653000000,10,-1,1440,-1,-1,-1
297,Login,LoginHandler,2015-06-25 12:55:05.700000000,1,-1,-1,-1,-1,1
298,Load,BookingHandler,2015-06-25 12:55:12.853000000,1,-1,-1,-1,-1,-1
299,Login,LoginHandler,2015-06-25 13:26:29.220000000,1,-1,-1,-1,-1,1
300,Edit,BookingHandler,2015-06-25 13:26:32.643000000,1,-1,1545,-1,-1,-1
301,Load,BookingHandler,2015-06-25 13:26:37.530000000,1,-1,-1,-1,-1,-1
302,Login,LoginHandler,2015-06-25 15:13:27.647000000,1,-1,-1,-1,-1,1
303,Add,BookingHandler,2015-06-25 15:14:10.553000000,1,1561,-1,-1,-1,-1
304,Add,BookingHandler,2015-06-25 15:15:36.617000000,1,1562,-1,-1,-1,-1
305,Add,BookingHandler,2015-06-25 15:15:40.897000000,1,1563,-1,-1,-1,-1
306,Add,BookingHandler,2015-06-25 15:15:43.910000000,1,1564,-1,-1,-1,-1
307,Add,BookingHandler,2015-06-25 15:15:50.670000000,1,1565,-1,-1,-1,-1
308,Load,BookingHandler,2015-06-25 15:15:58.837000000,1,-1,-1,-1,-1,-1
309,Search,BookingHandler,2015-06-25 15:16:08.087000000,1,-1,-1,-1,-1,-1
310,Search,BookingHandler,2015-06-25 15:16:31.840000000,1,-1,-1,-1,-1,-1
311,Load,BookingHandler,2015-06-25 15:16:43.383000000,1,-1,-1,-1,-1,-1
312,Edit,BookingHandler,2015-06-25 15:17:17.703000000,1,-1,-1,-1,-1,-1
313,Load,BookingHandler,2015-06-25 15:17:26.557000000,1,-1,-1,-1,-1,-1
314,Search,BookingHandler,2015-06-25 15:17:27.373000000,1,-1,-1,-1,-1,-1
315,Load,BookingHandler,2015-06-25 15:18:18.433000000,1,-1,-1,-1,-1,-1
316,Load,BookingHandler,2015-06-25 15:22:32.510000000,1,-1,-1,-1,-1,-1
317,Login,LoginHandler,2015-06-25 15:29:04.707000000,1,-1,-1,-1,-1,1
318,Complete,BookingHandler,2015-06-25 15:29:08.663000000,1,-1,1444,-1,-1,-1
319,Complete,BookingHandler,2015-06-25 15:29:43.580000000,10,-1,1443,-1,-1,-1
320,Load,BookingHandler,2015-06-25 15:49:01.863000000,1,-1,-1,-1,-1,-1
321,Complete,BookingHandler,2015-06-25 15:49:06.470000000,1,-1,1441,-1,-1,-1
322,Load,BookingHandler,2015-06-25 15:49:08.470000000,1,-1,-1,-1,-1,-1
323,Complete,BookingHandler,2015-06-25 15:57:22.650000000,10,-1,1442,-1,-1,-1
324,Complete,BookingHandler,2015-06-25 15:57:22.650000000,10,-1,1444,-1,-1,-1
325,Complete,BookingHandler,2015-06-25 15:57:34.377000000,10,-1,1439,-1,-1,-1
326,Login,LoginHandler,2015-06-25 16:16:25.167000000,12,-1,-1,-1,-1,12
327,Tomorrows,BookingHandler,2015-06-25 16:16:27.297000000,12,-1,-1,-1,-1,-1
328,Add,BookingHandler,2015-06-25 16:16:43.983000000,12,1566,-1,-1,-1,-1
329,Today's,BookingHandler,2015-06-25 16:20:38.753000000,10,-1,-1,-1,-1,-1
330,Tomorrows,BookingHandler,2015-06-25 16:20:40.537000000,10,-1,-1,-1,-1,-1
331,Add,BookingHandler,2015-06-25 16:22:54.433000000,10,-1,-1,-1,-1,-1
332,Add,BookingHandler,2015-06-25 16:23:00.913000000,10,1567,-1,-1,-1,-1
333,Login,LoginHandler,2015-06-26 08:30:37.007000000,10,-1,-1,-1,-1,10
334,Today's,BookingHandler,2015-06-26 08:30:42.057000000,10,-1,-1,-1,-1,-1
335,Tomorrows,BookingHandler,2015-06-26 08:30:46.287000000,10,-1,-1,-1,-1,-1
336,Today's,BookingHandler,2015-06-26 08:30:47.157000000,10,-1,-1,-1,-1,-1
337,Load,BookingHandler,2015-06-26 08:40:37.180000000,10,-1,-1,-1,-1,-1
338,Today's,BookingHandler,2015-06-26 08:41:38.047000000,10,-1,-1,-1,-1,-1
339,Tomorrows,BookingHandler,2015-06-26 08:41:38.077000000,10,-1,-1,-1,-1,-1
340,Today's,BookingHandler,2015-06-26 08:41:54.530000000,10,-1,-1,-1,-1,-1
341,Login,LoginHandler,2015-06-26 08:42:53.360000000,10,-1,-1,-1,-1,10
342,Today's,BookingHandler,2015-06-26 08:42:59.380000000,10,-1,-1,-1,-1,-1
343,Login,LoginHandler,2015-06-26 08:43:41.357000000,10,-1,-1,-1,-1,10
344,Login,LoginHandler,2015-06-26 09:08:44.787000000,1,-1,-1,-1,-1,1
345,Load,BookingHandler,2015-06-26 09:09:00.027000000,1,-1,-1,-1,-1,-1
346,Complete,BookingHandler,2015-06-26 09:09:20.307000000,1,-1,1423,-1,-1,-1
347,Complete,BookingHandler,2015-06-26 09:09:20.307000000,1,-1,1426,-1,-1,-1
348,Complete,BookingHandler,2015-06-26 09:09:20.307000000,1,-1,1427,-1,-1,-1
349,Complete,BookingHandler,2015-06-26 09:09:20.307000000,1,-1,1428,-1,-1,-1
350,Complete,BookingHandler,2015-06-26 09:09:20.307000000,1,-1,1429,-1,-1,-1
351,Complete,BookingHandler,2015-06-26 09:09:20.307000000,1,-1,1436,-1,-1,-1
352,Complete,BookingHandler,2015-06-26 09:09:20.307000000,1,-1,1557,-1,-1,-1
353,Complete,BookingHandler,2015-06-26 09:09:20.307000000,1,-1,1560,-1,-1,-1
354,Complete,BookingHandler,2015-06-26 09:09:20.307000000,1,-1,1445,-1,-1,-1
355,Load,BookingHandler,2015-06-26 09:09:23.153000000,1,-1,-1,-1,-1,-1
356,Tomorrows,BookingHandler,2015-06-26 09:10:00.437000000,1,-1,-1,-1,-1,-1
357,Today's,BookingHandler,2015-06-26 09:10:01.940000000,1,-1,-1,-1,-1,-1
358,Remove,BookingHandler,2015-06-26 09:10:19.410000000,1,-1,-1,1451,-1,-1
359,Load,BookingHandler,2015-06-26 09:10:50.390000000,1,-1,-1,-1,-1,-1
360,Add,BookingHandler,2015-06-26 09:11:37.410000000,1,1568,-1,-1,-1,-1
361,Add,BookingHandler,2015-06-26 09:12:26.197000000,1,1569,-1,-1,-1,-1
362,Load,BookingHandler,2015-06-26 09:13:17.393000000,1,-1,-1,-1,-1,-1
363,Change Level,AccountHandler,2015-06-26 09:13:45.917000000,1,-1,-1,-1,-1,1
364,Load Accounts,AccountHandler,2015-06-26 09:13:49.420000000,1,-1,-1,-1,-1,-1
365,Change Level,AccountHandler,2015-06-26 09:13:54.150000000,1,-1,-1,-1,-1,10
366,Change Level,AccountHandler,2015-06-26 09:14:00.227000000,1,-1,-1,-1,-1,13
367,Change Password,AccountHandler,2015-06-26 09:14:03.653000000,1,-1,-1,-1,-1,-1
368,Change Password,AccountHandler,2015-06-26 09:14:05.770000000,1,-1,-1,-1,-1,-1
369,Change Password,AccountHandler,2015-06-26 09:14:08.123000000,1,-1,-1,-1,-1,-1
370,Change Password,AccountHandler,2015-06-26 09:14:10.580000000,1,-1,-1,-1,-1,-1
371,Change Password,AccountHandler,2015-06-26 09:14:12.810000000,1,-1,-1,-1,-1,-1
372,Change Password,AccountHandler,2015-06-26 09:14:17.700000000,1,-1,-1,-1,-1,-1
373,Load Accounts,AccountHandler,2015-06-26 09:14:21.027000000,1,-1,-1,-1,-1,-1
374,Change Password,AccountHandler,2015-06-26 09:14:23.330000000,1,-1,-1,-1,-1,-1
375,Login,LoginHandler,2015-06-26 09:15:16.837000000,1,-1,-1,-1,-1,1
376,Add Account,AccountHandler,2015-06-26 09:15:20.437000000,1,-1,-1,-1,-1,-1
377,Add Account,AccountHandler,2015-06-26 09:15:42.580000000,1,-1,-1,-1,-1,15
378,Load Accounts,AccountHandler,2015-06-26 09:15:48.930000000,1,-1,-1,-1,-1,-1
379,Login,LoginHandler,2015-06-26 09:16:19.577000000,1,-1,-1,-1,-1,1
380,Change Password,AccountHandler,2015-06-26 09:16:22.637000000,1,-1,-1,-1,-1,15
382,Login,LoginHandler,2015-06-26 09:21:03.747000000,1,-1,-1,-1,-1,1
384,Login,LoginHandler,2015-06-26 09:21:31.010000000,1,-1,-1,-1,-1,1
385,Add Account,AccountHandler,2015-06-26 09:21:33.520000000,1,-1,-1,-1,-1,-1
386,Remove Account,AccountHandler,2015-06-26 09:21:39.800000000,1,-1,-1,-1,15,-1
387,Load Accounts,AccountHandler,2015-06-26 09:21:41.400000000,1,-1,-1,-1,-1,-1
388,Login,LoginHandler,2015-06-26 09:52:04.677000000,1,-1,-1,-1,-1,1
389,Change Level,AccountHandler,2015-06-26 09:52:09.313000000,1,-1,-1,-1,-1,-1
390,Login,LoginHandler,2015-06-26 09:52:44.680000000,1,-1,-1,-1,-1,1
391,Login,LoginHandler,2015-06-26 10:05:21.253000000,1,-1,-1,-1,-1,1
392,Complete,BookingHandler,2015-06-26 10:13:52.270000000,10,-1,1566,-1,-1,-1
393,Complete,BookingHandler,2015-06-26 10:13:52.270000000,10,-1,1447,-1,-1,-1
394,Login,LoginHandler,2015-06-26 11:34:02.007000000,1,-1,-1,-1,-1,1
395,Edit,BookingHandler,2015-06-26 11:34:40.393000000,1,-1,-1,-1,-1,-1
396,Load,BookingHandler,2015-06-26 11:35:02.337000000,1,-1,-1,-1,-1,-1
397,Complete,BookingHandler,2015-06-26 11:35:04.270000000,1,-1,1569,-1,-1,-1
398,Today's,BookingHandler,2015-06-26 11:35:07.407000000,1,-1,-1,-1,-1,-1
399,Load,BookingHandler,2015-06-26 11:35:09.183000000,1,-1,-1,-1,-1,-1
400,Today's,BookingHandler,2015-06-26 11:35:10.277000000,1,-1,-1,-1,-1,-1
401,Complete,BookingHandler,2015-06-26 11:35:17.447000000,1,-1,1569,-1,-1,-1
402,Load,BookingHandler,2015-06-26 11:35:19.773000000,1,-1,-1,-1,-1,-1
403,Today's,BookingHandler,2015-06-26 11:35:21.237000000,1,-1,-1,-1,-1,-1
404,Load,BookingHandler,2015-06-26 11:35:23.427000000,1,-1,-1,-1,-1,-1
405,Complete,BookingHandler,2015-06-26 11:35:44.833000000,1,-1,1567,-1,-1,-1
406,Complete,BookingHandler,2015-06-26 11:49:05.130000000,10,-1,1567,-1,-1,-1
407,Load,BookingHandler,2015-06-26 11:52:33.213000000,1,-1,-1,-1,-1,-1
408,Change Level,AccountHandler,2015-06-26 11:52:45.483000000,1,-1,-1,-1,-1,-1
409,Change Password,AccountHandler,2015-06-26 11:52:46.883000000,1,-1,-1,-1,-1,-1
410,Change Password,AccountHandler,2015-06-26 11:52:49.700000000,1,-1,-1,-1,-1,-1
411,Change Level,AccountHandler,2015-06-26 11:52:51.347000000,1,-1,-1,-1,-1,-1
412,Remove Account,AccountHandler,2015-06-26 11:53:01.697000000,1,-1,-1,-1,-1,-1
413,Load,BookingHandler,2015-06-26 12:04:22.663000000,1,-1,-1,-1,-1,-1
414,Load,BookingHandler,2015-06-26 12:26:57.777000000,1,-1,-1,-1,-1,-1
415,Load,BookingHandler,2015-06-26 12:32:49.963000000,1,-1,-1,-1,-1,-1
416,Complete,BookingHandler,2015-06-26 12:32:52.370000000,1,-1,1448,-1,-1,-1
417,Load,BookingHandler,2015-06-26 12:32:54.897000000,1,-1,-1,-1,-1,-1
418,Search,BookingHandler,2015-06-26 12:46:32.250000000,1,-1,-1,-1,-1,-1
419,Load,BookingHandler,2015-06-26 12:46:36.570000000,1,-1,-1,-1,-1,-1
420,Load,BookingHandler,2015-06-26 12:56:38.927000000,1,-1,-1,-1,-1,-1
421,Load,BookingHandler,2015-06-26 12:56:39.327000000,1,-1,-1,-1,-1,-1
422,Complete,BookingHandler,2015-06-26 12:56:41.967000000,1,-1,1568,-1,-1,-1
423,Load,BookingHandler,2015-06-26 13:25:55.167000000,1,-1,-1,-1,-1,-1
424,Load,BookingHandler,2015-06-26 13:36:49.780000000,1,-1,-1,-1,-1,-1
425,Load,BookingHandler,2015-06-26 13:36:50.587000000,1,-1,-1,-1,-1,-1
426,Complete,BookingHandler,2015-06-26 13:37:02.673000000,1,-1,1449,-1,-1,-1
427,Load,BookingHandler,2015-06-26 13:41:17.313000000,1,-1,-1,-1,-1,-1
428,Load,BookingHandler,2015-06-26 13:46:38.450000000,1,-1,-1,-1,-1,-1
429,Load,BookingHandler,2015-06-26 13:46:58.007000000,1,-1,-1,-1,-1,-1
430,Login,LoginHandler,2015-06-26 13:51:04.437000000,1,-1,-1,-1,-1,1
431,Login,LoginHandler,2015-06-26 13:51:05.690000000,10,-1,-1,-1,-1,10
432,Add,BookingHandler,2015-06-26 13:53:07.593000000,10,-1,-1,-1,-1,-1
433,Add,BookingHandler,2015-06-26 13:53:41.110000000,10,1570,-1,-1,-1,-1
434,Edit,BookingHandler,2015-06-26 14:09:27.897000000,10,-1,1556,-1,-1,-1
435,Load,BookingHandler,2015-06-26 14:14:08.237000000,1,-1,-1,-1,-1,-1
436,Complete,BookingHandler,2015-06-26 15:40:03.213000000,10,-1,1547,-1,-1,-1
437,Complete,BookingHandler,2015-06-26 15:40:03.213000000,10,-1,1452,-1,-1,-1
438,Load,BookingHandler,2015-06-26 15:40:17.977000000,1,-1,-1,-1,-1,-1
439,Load,BookingHandler,2015-06-26 15:40:32.740000000,1,-1,-1,-1,-1,-1
440,Load,BookingHandler,2015-06-26 15:59:06.847000000,1,-1,-1,-1,-1,-1
441,Complete,BookingHandler,2015-06-26 15:59:09.350000000,1,-1,1446,-1,-1,-1
442,Complete,BookingHandler,2015-06-26 15:59:09.350000000,1,-1,1450,-1,-1,-1
443,Complete,BookingHandler,2015-06-26 15:59:09.350000000,1,-1,1556,-1,-1,-1
444,Load,BookingHandler,2015-06-26 16:05:44.277000000,1,-1,-1,-1,-1,-1
445,Login,LoginHandler,2015-06-29 08:38:16.900000000,12,-1,-1,-1,-1,12
446,Load,BookingHandler,2015-06-29 08:39:25.137000000,12,-1,-1,-1,-1,-1
447,Today's,BookingHandler,2015-06-29 08:39:26.900000000,12,-1,-1,-1,-1,-1
448,Add,BookingHandler,2015-06-29 08:39:30.917000000,12,-1,-1,-1,-1,-1
449,Load,BookingHandler,2015-06-29 08:40:21.553000000,12,-1,-1,-1,-1,-1
450,Today's,BookingHandler,2015-06-29 08:40:23.257000000,12,-1,-1,-1,-1,-1
451,Add,BookingHandler,2015-06-29 08:40:23.927000000,12,1571,-1,-1,-1,-1
452,Add,BookingHandler,2015-06-29 08:40:33.883000000,12,1572,-1,-1,-1,-1
453,Load,BookingHandler,2015-06-29 08:41:08.390000000,12,-1,-1,-1,-1,-1
454,Today's,BookingHandler,2015-06-29 08:41:09.237000000,12,-1,-1,-1,-1,-1
455,Login,LoginHandler,2015-06-29 08:56:52.447000000,10,-1,-1,-1,-1,10
456,Remove,BookingHandler,2015-06-29 08:59:46.120000000,10,-1,-1,1548,-1,-1
457,Load,BookingHandler,2015-06-29 09:03:28.503000000,1,-1,-1,-1,-1,-1
458,Load,BookingHandler,2015-06-29 09:03:34.263000000,12,-1,-1,-1,-1,-1
459,Today's,BookingHandler,2015-06-29 09:03:35.963000000,12,-1,-1,-1,-1,-1
460,Today's,BookingHandler,2015-06-29 09:03:36.493000000,12,-1,-1,-1,-1,-1
461,Load,BookingHandler,2015-06-29 09:05:25.723000000,1,-1,-1,-1,-1,-1
462,Load,BookingHandler,2015-06-29 09:09:16.710000000,1,-1,-1,-1,-1,-1
463,Load,BookingHandler,2015-06-29 09:27:03.737000000,1,-1,-1,-1,-1,-1
464,Add,BookingHandler,2015-06-29 09:27:05.937000000,1,-1,-1,-1,-1,-1
465,Load,BookingHandler,2015-06-29 09:33:04.620000000,1,-1,-1,-1,-1,-1
466,Add,BookingHandler,2015-06-29 09:32:42.340000000,10,1573,-1,-1,-1,-1
467,Add,BookingHandler,2015-06-29 09:34:24.213000000,10,1574,-1,-1,-1,-1
468,Add,BookingHandler,2015-06-29 09:34:50.723000000,10,1575,-1,-1,-1,-1
469,Add,BookingHandler,2015-06-29 09:35:05.450000000,10,1576,-1,-1,-1,-1
470,Load,BookingHandler,2015-06-29 09:35:33.470000000,1,-1,-1,-1,-1,-1
471,Load,BookingHandler,2015-06-29 09:45:46.800000000,1,-1,-1,-1,-1,-1
472,Load,BookingHandler,2015-06-29 09:45:46.990000000,1,-1,-1,-1,-1,-1
473,Load,BookingHandler,2015-06-29 09:45:47.167000000,1,-1,-1,-1,-1,-1
474,Load,BookingHandler,2015-06-29 09:45:47.373000000,1,-1,-1,-1,-1,-1
475,Load,BookingHandler,2015-06-29 09:48:49.903000000,1,-1,-1,-1,-1,-1
476,Login,LoginHandler,2015-06-29 10:23:05.893000000,10,-1,-1,-1,-1,10
477,Load,BookingHandler,2015-06-29 10:34:39.653000000,1,-1,-1,-1,-1,-1
478,Load,BookingHandler,2015-06-29 10:35:23.753000000,1,-1,-1,-1,-1,-1
479,Login,LoginHandler,2015-06-29 10:35:26.687000000,10,-1,-1,-1,-1,10
480,Load,BookingHandler,2015-06-29 10:37:40.603000000,1,-1,-1,-1,-1,-1
481,Complete,BookingHandler,2015-06-29 11:58:13.317000000,10,-1,1571,-1,-1,-1
482,Load,BookingHandler,2015-06-29 11:58:16.950000000,10,-1,-1,-1,-1,-1
483,Remove,BookingHandler,2015-06-29 13:43:52.013000000,10,-1,-1,1456,-1,-1
484,Login,LoginHandler,2015-06-29 13:49:48.157000000,1,-1,-1,-1,-1,1
485,Load,BookingHandler,2015-06-29 13:49:51.400000000,1,-1,-1,-1,-1,-1
486,Complete,BookingHandler,2015-06-29 13:50:03.287000000,1,-1,1453,-1,-1,-1
487,Complete,BookingHandler,2015-06-29 13:50:03.287000000,1,-1,1552,-1,-1,-1
488,Complete,BookingHandler,2015-06-29 13:50:03.287000000,1,-1,1454,-1,-1,-1
489,Complete,BookingHandler,2015-06-29 13:50:03.287000000,1,-1,1573,-1,-1,-1
490,Complete,BookingHandler,2015-06-29 13:50:03.287000000,1,-1,1549,-1,-1,-1
491,Load,BookingHandler,2015-06-29 13:50:06.287000000,1,-1,-1,-1,-1,-1
492,Login,LoginHandler,2015-06-29 14:17:40.140000000,1,-1,-1,-1,-1,1
493,Edit,BookingHandler,2015-06-29 14:17:42.963000000,1,-1,1572,-1,-1,-1
494,Edit,BookingHandler,2015-06-29 14:17:45.867000000,1,-1,1572,-1,-1,-1
495,Edit,BookingHandler,2015-06-29 14:17:58.480000000,1,-1,1572,-1,-1,-1
496,Load,BookingHandler,2015-06-29 14:18:05.143000000,1,-1,-1,-1,-1,-1
497,Edit,BookingHandler,2015-06-29 14:18:08.190000000,1,-1,1572,-1,-1,-1
498,Load,BookingHandler,2015-06-29 14:18:13.607000000,1,-1,-1,-1,-1,-1
499,Login,LoginHandler,2015-06-29 15:30:56.597000000,1,-1,-1,-1,-1,1
500,Login,LoginHandler,2015-06-29 15:31:31.087000000,10,-1,-1,-1,-1,10
501,Login,LoginHandler,2015-06-29 15:35:15.567000000,1,-1,-1,-1,-1,1
502,Complete,BookingHandler,2015-06-29 16:06:50.497000000,10,-1,1455,-1,-1,-1
503,Load,BookingHandler,2015-06-29 16:06:53.930000000,10,-1,-1,-1,-1,-1
504,Load,BookingHandler,2015-06-29 16:06:54.560000000,10,-1,-1,-1,-1,-1
505,Complete,BookingHandler,2015-06-29 16:06:58.103000000,10,-1,1574,-1,-1,-1
506,Complete,BookingHandler,2015-06-29 16:06:58.103000000,10,-1,1572,-1,-1,-1
507,Login,LoginHandler,2015-06-29 16:21:36.767000000,1,-1,-1,-1,-1,1
508,Load,BookingHandler,2015-06-29 16:21:39.050000000,1,-1,-1,-1,-1,-1
509,Load,BookingHandler,2015-06-30 08:34:11.463000000,1,-1,-1,-1,-1,-1
510,Login,LoginHandler,2015-06-30 08:34:31.243000000,10,-1,-1,-1,-1,10
511,Load,BookingHandler,2015-06-30 08:50:47.507000000,1,-1,-1,-1,-1,-1
512,View Activity,AccountHandler,2015-06-30 08:50:55.777000000,1,-1,-1,-1,-1,-1
513,Login,LoginHandler,2015-06-30 09:04:59.147000000,12,-1,-1,-1,-1,12
514,Load,BookingHandler,2015-06-30 09:05:00.800000000,12,-1,-1,-1,-1,-1
515,Today's,BookingHandler,2015-06-30 09:05:02.307000000,12,-1,-1,-1,-1,-1
516,Load,BookingHandler,2015-06-30 09:05:40.390000000,12,-1,-1,-1,-1,-1
517,Today's,BookingHandler,2015-06-30 09:05:40.973000000,12,-1,-1,-1,-1,-1
518,Tomorrows,BookingHandler,2015-06-30 09:06:24.007000000,12,-1,-1,-1,-1,-1
519,Today's,BookingHandler,2015-06-30 09:06:28.223000000,12,-1,-1,-1,-1,-1
520,Load,BookingHandler,2015-06-30 09:09:36.387000000,1,-1,-1,-1,-1,-1
521,Add,BookingHandler,2015-06-30 09:23:59.423000000,10,1577,-1,-1,-1,-1
522,Load,BookingHandler,2015-06-30 09:24:51.830000000,10,-1,-1,-1,-1,-1
523,Load,BookingHandler,2015-06-30 09:52:33.863000000,1,-1,-1,-1,-1,-1
524,Load,BookingHandler,2015-06-30 09:53:30.473000000,1,-1,-1,-1,-1,-1
525,Load,BookingHandler,2015-06-30 09:53:30.680000000,1,-1,-1,-1,-1,-1
526,Load,BookingHandler,2015-06-30 10:12:33.017000000,1,-1,-1,-1,-1,-1
527,Add,BookingHandler,2015-06-30 10:12:39.783000000,1,-1,-1,-1,-1,-1
528,Add,BookingHandler,2015-06-30 10:13:12.130000000,1,-1,-1,-1,-1,-1
529,Load,BookingHandler,2015-06-30 10:26:40.603000000,1,-1,-1,-1,-1,-1
530,Load,BookingHandler,2015-06-30 10:39:51.427000000,1,-1,-1,-1,-1,-1
531,Load,BookingHandler,2015-06-30 10:39:58.460000000,1,-1,-1,-1,-1,-1
532,Load,BookingHandler,2015-06-30 10:40:04.027000000,1,-1,-1,-1,-1,-1
533,Load,BookingHandler,2015-06-30 10:40:07.227000000,1,-1,-1,-1,-1,-1
534,Load,BookingHandler,2015-06-30 10:40:16.050000000,1,-1,-1,-1,-1,-1
535,Load,BookingHandler,2015-06-30 10:40:18.147000000,1,-1,-1,-1,-1,-1
536,Add,BookingHandler,2015-06-30 10:39:46.170000000,10,1578,-1,-1,-1,-1
537,Load,BookingHandler,2015-06-30 10:40:21.010000000,1,-1,-1,-1,-1,-1
538,Add Account,AccountHandler,2015-06-30 11:07:23.817000000,1,-1,-1,-1,-1,16
539,Login,LoginHandler,2015-06-30 11:13:09.567000000,16,-1,-1,-1,-1,16
540,Login,LoginHandler,2015-06-30 11:13:45.357000000,16,-1,-1,-1,-1,16
541,Load,BookingHandler,2015-06-30 11:14:04.737000000,16,-1,-1,-1,-1,-1
542,Search,BookingHandler,2015-06-30 11:14:06.137000000,16,-1,-1,-1,-1,-1
543,Today's,BookingHandler,2015-06-30 11:14:13.993000000,16,-1,-1,-1,-1,-1
544,Tomorrows,BookingHandler,2015-06-30 11:14:15.370000000,16,-1,-1,-1,-1,-1
545,Complete,BookingHandler,2015-06-30 12:56:46.523000000,10,-1,1458,-1,-1,-1
546,Complete,BookingHandler,2015-06-30 12:56:46.523000000,10,-1,1550,-1,-1,-1
547,Complete,BookingHandler,2015-06-30 15:40:44.947000000,10,-1,1457,-1,-1,-1
548,Complete,BookingHandler,2015-06-30 15:40:44.947000000,10,-1,1575,-1,-1,-1
549,Tomorrows,BookingHandler,2015-06-30 15:50:00.757000000,10,-1,-1,-1,-1,-1
550,Today's,BookingHandler,2015-06-30 15:50:05.450000000,10,-1,-1,-1,-1,-1
551,Complete,BookingHandler,2015-06-30 15:50:08.723000000,10,-1,1457,-1,-1,-1
552,Complete,BookingHandler,2015-06-30 15:50:08.723000000,10,-1,1458,-1,-1,-1
553,Complete,BookingHandler,2015-06-30 15:50:08.723000000,10,-1,1550,-1,-1,-1
554,Complete,BookingHandler,2015-06-30 15:50:08.723000000,10,-1,1459,-1,-1,-1
555,Complete,BookingHandler,2015-06-30 15:50:08.723000000,10,-1,1575,-1,-1,-1
556,Complete,BookingHandler,2015-06-30 15:50:08.723000000,10,-1,1577,-1,-1,-1
557,Complete,BookingHandler,2015-06-30 15:50:08.723000000,10,-1,1460,-1,-1,-1
558,Complete,BookingHandler,2015-06-30 15:50:08.723000000,10,-1,1461,-1,-1,-1
559,Complete,BookingHandler,2015-06-30 15:50:08.723000000,10,-1,1570,-1,-1,-1
560,Tomorrows,BookingHandler,2015-06-30 15:50:11.617000000,10,-1,-1,-1,-1,-1
561,Login,LoginHandler,2015-07-01 08:35:50.713000000,10,-1,-1,-1,-1,10
562,Login,LoginHandler,2015-07-01 08:36:06.123000000,1,-1,-1,-1,-1,1
563,Load Accounts,AccountHandler,2015-07-01 08:36:16.697000000,1,-1,-1,-1,-1,-1
564,Load Accounts,AccountHandler,2015-07-01 08:36:47.750000000,1,-1,-1,-1,-1,-1
565,Change Password,AccountHandler,2015-07-01 08:36:38.213000000,10,-1,-1,-1,-1,-1
566,Change Password,AccountHandler,2015-07-01 08:36:54.827000000,10,-1,-1,-1,-1,10
567,Load Accounts,AccountHandler,2015-07-01 08:37:22.763000000,1,-1,-1,-1,-1,-1
568,Add,BookingHandler,2015-07-01 08:37:24.480000000,10,1579,-1,-1,-1,-1
569,Load,BookingHandler,2015-07-01 08:49:39.737000000,1,-1,-1,-1,-1,-1
570,Add,BookingHandler,2015-07-01 09:02:27.337000000,10,-1,-1,-1,-1,-1
571,Today's,BookingHandler,2015-07-01 09:03:14.217000000,10,-1,-1,-1,-1,-1
572,Login,LoginHandler,2015-07-01 09:03:32.023000000,1,-1,-1,-1,-1,1
573,Add Account,AccountHandler,2015-07-01 09:03:34.917000000,1,-1,-1,-1,-1,17
574,Login,LoginHandler,2015-07-01 09:04:42.313000000,1,-1,-1,-1,-1,1
575,Load,BookingHandler,2015-07-01 09:04:52.870000000,1,-1,-1,-1,-1,-1
576,View Activity,AccountHandler,2015-07-01 09:05:24.187000000,1,-1,-1,-1,-1,-1
577,Load,BookingHandler,2015-07-01 09:05:33.090000000,1,-1,-1,-1,-1,-1
578,Load,BookingHandler,2015-07-01 09:05:49.367000000,10,-1,-1,-1,-1,-1
579,Login,LoginHandler,2015-07-01 09:08:18.930000000,1,-1,-1,-1,-1,1
580,Add Account,AccountHandler,2015-07-01 09:08:22.033000000,1,-1,-1,-1,-1,-1
581,Load Accounts,AccountHandler,2015-07-01 09:08:30.960000000,1,-1,-1,-1,-1,-1
582,View Activity,AccountHandler,2015-07-01 09:08:32.950000000,1,-1,-1,-1,-1,-1
583,View Activity,AccountHandler,2015-07-01 09:08:37.503000000,1,-1,-1,-1,-1,-1
584,View Activity,AccountHandler,2015-07-01 09:08:40.373000000,1,-1,-1,-1,-1,-1
585,Login,LoginHandler,2015-07-01 09:41:51.163000000,17,-1,-1,-1,-1,17
1507,Complete,BookingHandler,2015-07-01 12:43:39.717000000,10,-1,1558,-1,-1,-1
1508,Complete,BookingHandler,2015-07-01 12:43:39.717000000,10,-1,1576,-1,-1,-1
1509,Complete,BookingHandler,2015-07-01 14:51:51.447000000,10,-1,1462,-1,-1,-1
1510,Complete,BookingHandler,2015-07-01 14:51:51.447000000,10,-1,1463,-1,-1,-1
1511,Complete,BookingHandler,2015-07-01 14:51:51.447000000,10,-1,1464,-1,-1,-1
1512,Complete,BookingHandler,2015-07-01 14:51:51.447000000,10,-1,1465,-1,-1,-1
