LogID,LogEvent,LogClass,LogDate,AccountID,BookingIDInserted,BookingIDEdited,BookingIDDeleted,AccountIDDeleted,AccountIDCreated
1513,Load Accounts,AccountHandler,2015-07-01 14:54:58.313000000,10,-1,-1,-1,-1,-1
1514,Load,BookingHandler,2015-07-01 16:08:05.013000000,1,-1,-1,-1,-1,-1
1515,Complete,BookingHandler,2015-07-01 16:08:08.320000000,1,-1,1466,-1,-1,-1
1516,View Activity,AccountHandler,2015-07-01 16:08:19.823000000,1,-1,-1,-1,-1,-1
1517,Remove,BookingHandler,2015-07-01 16:08:33.670000000,1,-1,-1,1472,-1,-1
1518,Login,LoginHandler,2015-07-02 08:37:21.583000000,10,-1,-1,-1,-1,10
1519,Add,BookingHandler,2015-07-02 12:36:07.260000000,10,2577,-1,-1,-1,-1
1520,Complete,BookingHandler,2015-07-02 13:28:16.930000000,10,-1,1578,-1,-1,-1
1521,Login,LoginHandler,2015-07-02 14:28:39.777000000,1,-1,-1,-1,-1,1
1522,Today's,BookingHandler,2015-07-02 14:28:48.923000000,1,-1,-1,-1,-1,-1
1523,Tomorrows,BookingHandler,2015-07-02 14:28:50.707000000,1,-1,-1,-1,-1,-1
1524,Load,BookingHandler,2015-07-02 14:28:52.230000000,1,-1,-1,-1,-1,-1
1525,Add,BookingHandler,2015-07-02 14:29:07.853000000,1,2578,-1,-1,-1,-1
1526,Remove,BookingHandler,2015-07-02 14:29:37.930000000,1,-1,-1,2578,-1,-1
1527,Add,BookingHandler,2015-07-02 14:29:40.727000000,1,-1,-1,-1,-1,-1
1528,Remove,BookingHandler,2015-07-02 14:30:27.987000000,1,-1,-1,2579,-1,-1
1529,Remove,BookingHandler,2015-07-02 14:30:27.987000000,1,-1,-1,2580,-1,-1
1530,Remove,BookingHandler,2015-07-02 14:30:27.987000000,1,-1,-1,2581,-1,-1
1531,Remove,BookingHandler,2015-07-02 14:30:27.987000000,1,-1,-1,2582,-1,-1
1532,Load,BookingHandler,2015-07-02 14:30:30.403000000,1,-1,-1,-1,-1,-1
1533,Search,BookingHandler,2015-07-02 14:30:34.610000000,1,-1,-1,-1,-1,-1
1534,View Activity,AccountHandler,2015-07-02 14:31:55.673000000,1,-1,-1,-1,-1,-1
1535,View Activity,AccountHandler,2015-07-02 14:32:16.817000000,1,-1,-1,-1,-1,-1
1536,View Activity,AccountHandler,2015-07-02 14:32:29.343000000,1,-1,-1,-1,-1,-1
1537,View Activity,AccountHandler,2015-07-02 14:32:34.817000000,1,-1,-1,-1,-1,-1
1538,Search,BookingHandler,2015-07-02 14:32:43.237000000,1,-1,-1,-1,-1,-1
1539,Load,BookingHandler,2015-07-02 14:33:20.413000000,1,-1,-1,-1,-1,-1
1540,Search,BookingHandler,2015-07-02 14:33:21.917000000,1,-1,-1,-1,-1,-1
1541,Load,BookingHandler,2015-07-02 14:33:49.027000000,1,-1,-1,-1,-1,-1
1542,Search,BookingHandler,2015-07-02 14:33:49.533000000,1,-1,-1,-1,-1,-1
1543,Search,BookingHandler,2015-07-02 14:34:02.873000000,1,-1,-1,-1,-1,-1
1544,Load,BookingHandler,2015-07-02 14:34:06.097000000,1,-1,-1,-1,-1,-1
1545,Add,BookingHandler,2015-07-02 14:34:24.020000000,1,-1,-1,-1,-1,-1
1546,Login,LoginHandler,2015-07-02 14:36:47.883000000,1,-1,-1,-1,-1,1
1547,Load,BookingHandler,2015-07-02 14:37:10.350000000,1,-1,-1,-1,-1,-1
1548,Load,BookingHandler,2015-07-02 14:37:16.567000000,1,-1,-1,-1,-1,-1
1549,Add,BookingHandler,2015-07-02 14:37:24.840000000,1,2583,-1,-1,-1,-1
1550,Edit,BookingHandler,2015-07-02 14:38:03.093000000,1,-1,-1,-1,-1,-1
1551,Add,BookingHandler,2015-07-02 14:38:07.137000000,1,-1,-1,-1,-1,-1
1552,Load,BookingHandler,2015-07-02 14:38:25.577000000,1,-1,-1,-1,-1,-1
1553,Remove,BookingHandler,2015-07-02 14:39:02.110000000,1,-1,-1,2583,-1,-1
1554,Login,LoginHandler,2015-07-02 14:39:56.743000000,16,-1,-1,-1,-1,16
1555,Today's,BookingHandler,2015-07-02 14:40:21.617000000,16,-1,-1,-1,-1,-1
1556,Search,BookingHandler,2015-07-02 14:40:22.427000000,16,-1,-1,-1,-1,-1
1557,Tomorrows,BookingHandler,2015-07-02 14:40:24.157000000,16,-1,-1,-1,-1,-1
1558,Today's,BookingHandler,2015-07-02 14:40:24.993000000,16,-1,-1,-1,-1,-1
1559,Load,BookingHandler,2015-07-02 14:40:33.133000000,16,-1,-1,-1,-1,-1
1560,Today's,BookingHandler,2015-07-02 14:40:34.747000000,16,-1,-1,-1,-1,-1
1561,Load,BookingHandler,2015-07-02 14:40:57.633000000,16,-1,-1,-1,-1,-1
1562,Search,BookingHandler,2015-07-02 14:41:18.203000000,16,-1,-1,-1,-1,-1
1563,Load,BookingHandler,2015-07-02 14:42:02.937000000,16,-1,-1,-1,-1,-1
1564,Complete,BookingHandler,2015-07-02 15:25:01.493000000,10,-1,1467,-1,-1,-1
1565,Remove,BookingHandler,2015-07-02 16:08:17.587000000,10,-1,-1,1471,-1,-1
1566,Remove,BookingHandler,2015-07-02 16:08:26.033000000,10,-1,-1,1470,-1,-1
1567,Add,BookingHandler,2015-07-03 08:54:30.167000000,10,2584,-1,-1,-1,-1
1568,Complete,BookingHandler,2015-07-03 09:02:16.320000000,10,-1,1468,-1,-1,-1
1569,Complete,BookingHandler,2015-07-03 09:02:16.320000000,10,-1,1469,-1,-1,-1
1570,Login,LoginHandler,2015-07-03 11:53:26.093000000,1,-1,-1,-1,-1,1
1571,Remove,BookingHandler,2015-07-03 11:53:52.697000000,1,-1,-1,1473,-1,-1
1572,Remove,BookingHandler,2015-07-03 11:53:52.697000000,1,-1,-1,1474,-1,-1
1573,Remove,BookingHandler,2015-07-03 11:53:52.697000000,1,-1,-1,1475,-1,-1
1574,Remove,BookingHandler,2015-07-03 11:53:58.903000000,1,-1,-1,1476,-1,-1
1575,Remove,BookingHandler,2015-07-03 11:53:58.903000000,1,-1,-1,1477,-1,-1
1576,Remove,BookingHandler,2015-07-03 11:53:58.903000000,1,-1,-1,1478,-1,-1
1577,Remove,BookingHandler,2015-07-03 11:53:58.903000000,1,-1,-1,1479,-1,-1
1578,Remove,BookingHandler,2015-07-03 11:54:04.543000000,1,-1,-1,1480,-1,-1
1579,Remove,BookingHandler,2015-07-03 11:54:04.543000000,1,-1,-1,1481,-1,-1
1580,Remove,BookingHandler,2015-07-03 11:54:04.543000000,1,-1,-1,1482,-1,-1
1581,Complete,BookingHandler,2015-07-03 11:54:10.550000000,1,-1,1579,-1,-1,-1
1582,Load,BookingHandler,2015-07-03 11:54:12.830000000,1,-1,-1,-1,-1,-1
1583,Load,BookingHandler,2015-07-06 08:39:47.730000000,1,-1,-1,-1,-1,-1
1584,Load,BookingHandler,2015-07-06 08:39:54.200000000,1,-1,-1,-1,-1,-1
1585,Complete,BookingHandler,2015-07-06 08:40:05.943000000,1,-1,2584,-1,-1,-1
1586,Remove,BookingHandler,2015-07-06 08:40:15.647000000,1,-1,-1,1483,-1,-1
1587,Remove,BookingHandler,2015-07-06 08:40:15.647000000,1,-1,-1,1485,-1,-1
1588,Remove,BookingHandler,2015-07-06 08:40:15.647000000,1,-1,-1,1484,-1,-1
1589,Remove,BookingHandler,2015-07-06 08:40:19.327000000,1,-1,-1,1488,-1,-1
1590,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1486,-1,-1
1591,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1487,-1,-1
1592,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1491,-1,-1
1593,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1489,-1,-1
1594,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1490,-1,-1
1595,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1494,-1,-1
1596,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1493,-1,-1
1597,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1492,-1,-1
1598,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1495,-1,-1
1599,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1497,-1,-1
1600,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1498,-1,-1
1601,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1496,-1,-1
1602,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1499,-1,-1
1603,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1501,-1,-1
1604,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1500,-1,-1
1605,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1504,-1,-1
1606,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1502,-1,-1
1607,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1503,-1,-1
1608,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1507,-1,-1
1609,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1505,-1,-1
1610,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1506,-1,-1
1611,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1510,-1,-1
1612,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1509,-1,-1
1613,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1508,-1,-1
1614,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1511,-1,-1
1615,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1513,-1,-1
1616,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1514,-1,-1
1617,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1512,-1,-1
1618,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1515,-1,-1
1619,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1517,-1,-1
1620,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1516,-1,-1
1621,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1519,-1,-1
1622,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1518,-1,-1
1623,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1522,-1,-1
1624,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1520,-1,-1
1625,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1521,-1,-1
1626,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1525,-1,-1
1627,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1524,-1,-1
1628,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1523,-1,-1
1629,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1526,-1,-1
1630,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1528,-1,-1
1631,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1529,-1,-1
1632,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1527,-1,-1
1633,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1530,-1,-1
1634,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1531,-1,-1
1635,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1534,-1,-1
1636,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1532,-1,-1
1637,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1533,-1,-1
1638,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1536,-1,-1
1639,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1535,-1,-1
1640,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1537,-1,-1
1641,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1542,-1,-1
1642,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1539,-1,-1
1643,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1544,-1,-1
1644,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1540,-1,-1
1645,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1543,-1,-1
1646,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1538,-1,-1
1647,Remove,BookingHandler,2015-07-06 08:40:51.963000000,1,-1,-1,1541,-1,-1
1648,Load,BookingHandler,2015-07-06 08:41:01.907000000,1,-1,-1,-1,-1,-1
1649,Login,LoginHandler,2015-07-06 08:43:50.060000000,1,-1,-1,-1,-1,1
1650,Login,LoginHandler,2015-07-06 13:18:12.870000000,1,-1,-1,-1,-1,1
1651,Add,BookingHandler,2015-07-06 13:18:16.213000000,1,2585,-1,-1,-1,-1
1652,Add,BookingHandler,2015-07-06 13:19:08.537000000,1,-1,-1,-1,-1,-1
1653,Edit,BookingHandler,2015-07-06 13:19:24.973000000,1,-1,2577,-1,-1,-1
1654,Add,BookingHandler,2015-07-06 13:19:57.317000000,1,2586,-1,-1,-1,-1
1655,Add,BookingHandler,2015-07-06 13:20:35.663000000,1,2587,-1,-1,-1,-1
1656,Edit,BookingHandler,2015-07-06 13:21:09.963000000,1,-1,2587,-1,-1,-1
1657,Edit,BookingHandler,2015-07-06 13:21:14.610000000,1,-1,2586,-1,-1,-1
1658,Load,BookingHandler,2015-07-06 13:23:25.933000000,1,-1,-1,-1,-1,-1
1659,Add,BookingHandler,2015-07-06 13:23:26.583000000,1,2588,-1,-1,-1,-1
1660,Add,BookingHandler,2015-07-06 13:23:53.077000000,1,2589,-1,-1,-1,-1
1661,Load,BookingHandler,2015-07-06 13:24:07.987000000,1,-1,-1,-1,-1,-1
1662,Login,LoginHandler,2015-07-07 08:46:28.793000000,10,-1,-1,-1,-1,10
1663,Login,LoginHandler,2015-07-08 08:36:47.903000000,10,-1,-1,-1,-1,10
1664,Complete,BookingHandler,2015-07-09 08:49:33.783000000,10,-1,1561,-1,-1,-1
1665,Complete,BookingHandler,2015-07-09 08:49:33.783000000,10,-1,1562,-1,-1,-1
1666,Complete,BookingHandler,2015-07-09 08:49:33.783000000,10,-1,1563,-1,-1,-1
1667,Login,LoginHandler,2015-07-20 08:22:51.573000000,10,-1,-1,-1,-1,10
1668,Add,BookingHandler,2015-07-20 08:23:03.350000000,10,2590,-1,-1,-1,-1
1669,Add,BookingHandler,2015-07-20 08:24:20.633000000,10,2591,-1,-1,-1,-1
1670,Add,BookingHandler,2015-07-20 08:24:31.913000000,10,2592,-1,-1,-1,-1
1671,Add,BookingHandler,2015-07-20 08:25:40.037000000,10,2593,-1,-1,-1,-1
1672,Edit,BookingHandler,2015-07-20 08:27:18.160000000,10,-1,2591,-1,-1,-1
1673,Load,BookingHandler,2015-07-20 08:27:29.793000000,10,-1,-1,-1,-1,-1
1674,Add,BookingHandler,2015-07-20 08:27:31.530000000,10,2594,-1,-1,-1,-1
1675,Add,BookingHandler,2015-07-20 08:28:40.317000000,10,2595,-1,-1,-1,-1
1676,Login,LoginHandler,2015-07-21 08:15:54.700000000,17,-1,-1,-1,-1,17
1677,Login,LoginHandler,2015-07-21 09:08:17.387000000,1,-1,-1,-1,-1,1
1678,Edit,BookingHandler,2015-07-21 09:08:29.647000000,1,-1,-1,-1,-1,-1
1679,Add,BookingHandler,2015-07-21 09:10:30.977000000,1,2596,-1,-1,-1,-1
1680,Edit,BookingHandler,2015-07-21 09:11:15.133000000,1,-1,2596,-1,-1,-1
1681,Edit,BookingHandler,2015-07-21 09:11:34.620000000,1,-1,2591,-1,-1,-1
1682,Edit,BookingHandler,2015-07-21 09:12:23.590000000,1,-1,2595,-1,-1,-1
1683,Edit,BookingHandler,2015-07-21 09:13:01.283000000,1,-1,2595,-1,-1,-1
1684,Edit,BookingHandler,2015-07-21 09:13:17.347000000,1,-1,2594,-1,-1,-1
1685,Edit,BookingHandler,2015-07-21 09:13:26.433000000,1,-1,2593,-1,-1,-1
1686,Edit,BookingHandler,2015-07-21 09:13:37.190000000,1,-1,2595,-1,-1,-1
1687,Edit,BookingHandler,2015-07-21 09:13:47.853000000,1,-1,2596,-1,-1,-1
1688,Edit,BookingHandler,2015-07-21 09:13:53.380000000,1,-1,2591,-1,-1,-1
1689,Edit,BookingHandler,2015-07-21 09:14:10.570000000,1,-1,2590,-1,-1,-1
1690,Edit,BookingHandler,2015-07-21 09:14:38.473000000,1,-1,2594,-1,-1,-1
1691,Edit,BookingHandler,2015-07-21 09:14:52.600000000,1,-1,2592,-1,-1,-1
1692,Edit,BookingHandler,2015-07-21 09:15:04.013000000,1,-1,2591,-1,-1,-1
1693,Edit,BookingHandler,2015-07-21 09:15:07.853000000,1,-1,2594,-1,-1,-1
1694,Edit,BookingHandler,2015-07-21 09:15:12.220000000,1,-1,2590,-1,-1,-1
1695,Edit,BookingHandler,2015-07-21 09:15:16.940000000,1,-1,2592,-1,-1,-1
1696,Edit,BookingHandler,2015-07-21 09:15:25.653000000,1,-1,-1,-1,-1,-1
1697,Edit,BookingHandler,2015-07-21 09:15:30.797000000,1,-1,2593,-1,-1,-1
1698,Edit,BookingHandler,2015-07-21 09:15:40.393000000,1,-1,2591,-1,-1,-1
1699,Edit,BookingHandler,2015-07-21 09:15:53.233000000,1,-1,2593,-1,-1,-1
1700,Load,BookingHandler,2015-07-21 09:16:10.610000000,1,-1,-1,-1,-1,-1
1701,Load,BookingHandler,2015-07-21 09:16:25.743000000,1,-1,-1,-1,-1,-1
1702,Edit,BookingHandler,2015-07-21 09:16:28.327000000,1,-1,2595,-1,-1,-1
1703,Complete,BookingHandler,2015-07-21 09:18:18.553000000,1,-1,1564,-1,-1,-1
1704,Complete,BookingHandler,2015-07-21 09:18:18.553000000,1,-1,1565,-1,-1,-1
1705,Load,BookingHandler,2015-07-21 09:18:22.657000000,1,-1,-1,-1,-1,-1
1706,Login,LoginHandler,2015-07-21 14:48:29.360000000,1,-1,-1,-1,-1,1
1707,Load,BookingHandler,2015-07-21 14:48:38.827000000,1,-1,-1,-1,-1,-1
1708,Login,LoginHandler,2015-07-21 15:49:40.733000000,1,-1,-1,-1,-1,1
1709,Edit,BookingHandler,2015-07-21 15:49:47.767000000,1,-1,-1,-1,-1,-1
1710,Login,LoginHandler,2015-07-21 15:52:23.647000000,1,-1,-1,-1,-1,1
1711,Edit,BookingHandler,2015-07-21 15:53:27.477000000,1,-1,1545,-1,-1,-1
1712,Edit,BookingHandler,2015-07-21 15:53:37.300000000,1,-1,1545,-1,-1,-1
1713,Edit,BookingHandler,2015-07-21 15:53:45.453000000,1,-1,1545,-1,-1,-1
1714,View Activity,AccountHandler,2015-07-21 15:54:10.857000000,1,-1,-1,-1,-1,-1
1715,View Activity,AccountHandler,2015-07-21 15:54:13.907000000,1,-1,-1,-1,-1,-1
1716,View Activity,AccountHandler,2015-07-21 15:54:20.890000000,1,-1,-1,-1,-1,-1
1717,View Activity,AccountHandler,2015-07-21 15:54:37.190000000,1,-1,-1,-1,-1,-1
1718,View Activity,AccountHandler,2015-07-21 15:54:49.270000000,1,-1,-1,-1,-1,-1
1719,View Activity,AccountHandler,2015-07-21 15:54:56.317000000,1,-1,-1,-1,-1,-1
1720,View Activity,AccountHandler,2015-07-21 15:54:56.513000000,1,-1,-1,-1,-1,-1
1721,View Activity,AccountHandler,2015-07-21 15:54:59.787000000,1,-1,-1,-1,-1,-1
